"STUDENT_ID","SECTION_ID","GRADE_TYPE_CODE","GRADE_CODE_OCCURRENCE","NUMERIC_GRADE","COMMENTS","CREATED_BY","CREATED_DATE","MODIFIED_BY","MODIFIED_DATE"
124,148,"HM",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",3,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",4,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",5,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",6,94,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",7,94,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",8,94,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",9,94,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"HM",10,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"FI",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"HM",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"HM",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"HM",3,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"HM",4,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"MT",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"PA",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"QZ",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,95,"QZ",2,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",2,87,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",3,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",4,80,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",5,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",6,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",7,93,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",8,93,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",9,93,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",10,93,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",11,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PA",12,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
127,155,"PJ",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"FI",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"PA",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"QZ",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"QZ",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
128,80,"QZ",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"HM",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"PA",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"QZ",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
129,113,"QZ",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"FI",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"HM",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"HM",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"HM",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"HM",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"MT",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"PA",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"QZ",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"QZ",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"QZ",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,106,"QZ",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"FI",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"HM",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"HM",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"HM",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"PA",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"QZ",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
130,141,"QZ",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"FI",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"HM",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"MT",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,107,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"HM",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"PA",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"QZ",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
133,131,"QZ",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"FI",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"HM",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"HM",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"HM",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"HM",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"QZ",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"QZ",2,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"QZ",3,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
134,102,"QZ",4,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"HM",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"HM",3,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"HM",4,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"QZ",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
135,112,"QZ",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
136,89,"FI",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
136,89,"MT",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
137,89,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
137,89,"MT",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"HM",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"HM",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"PA",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,126,"QZ",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"FI",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"HM",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"HM",2,87,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"HM",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"HM",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"PA",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"QZ",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
138,152,"QZ",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"HM",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"HM",3,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"HM",4,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"QZ",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
139,95,"QZ",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"FI",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"HM",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"HM",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"HM",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"HM",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"QZ",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"QZ",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"QZ",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
140,94,"QZ",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"HM",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"HM",3,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"HM",4,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"PA",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"QZ",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"QZ",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"QZ",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
141,100,"QZ",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"FI",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",5,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",6,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",7,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",8,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",9,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"HM",10,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
142,143,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"FI",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"HM",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"HM",2,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"HM",3,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"HM",4,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"MT",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"PA",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"QZ",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
143,85,"QZ",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"FI",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"HM",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"MT",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
144,152,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"FI",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"PA",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"QZ",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"QZ",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
145,106,"QZ",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"HM",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"HM",3,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"HM",4,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"PA",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"QZ",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"QZ",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"QZ",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
146,147,"QZ",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"FI",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"HM",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"HM",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"HM",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"HM",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"MT",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"PA",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"QZ",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"QZ",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"QZ",3,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"FI",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"HM",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"HM",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"HM",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"HM",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"QZ",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"QZ",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"QZ",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,86,"QZ",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,89,"FI",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
102,89,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"FI",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"PA",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"QZ",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"QZ",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
103,81,"QZ",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"FI",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"HM",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"HM",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"HM",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"HM",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"QZ",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"QZ",2,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"QZ",3,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
104,81,"QZ",4,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",5,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",6,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",7,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",8,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",9,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",10,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",11,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PA",12,87,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
105,155,"PJ",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"HM",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"HM",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"PA",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,99,"QZ",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"FI",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"HM",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"HM",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"HM",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"PA",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"QZ",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
106,101,"QZ",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
107,87,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
107,87,"HM",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
107,87,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
107,87,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
